RETAIL STORE DAILY SALES,,,,,,,,
Store #12345,,,,,,,,
Generated: 2026-07-01,,,,,,,,
,,,,,,,,
Date,Receipt,Product Name,Category,Qty,Price,Total Amount,Cost,Payment
NONE,R759462,Canned Soup,Canned Goods,20,9.69,193.8,137.23,N/A
03/29/2026,R696461,Soda,Beverages,12,2.87,34.44,--,CASH
2026-03-29,R668130,bread,Bakery,8,8.47,67.76,none,Card
29.03.2026,R144717,Cereal,Breakfast,14,5.66,79.24,56.81 USD,CASH
NONE,R293998,Chips,Snacks,4,7.98,31.92,20.39,Card
N/A,R296258,Chips,Snacks,9,2.41,21.7%,15.08,CASH
29.03.2026,R311500,Canned Soup,Canned Goods,1,1.83,£1.83,1.05,--
29-03-2026,R330777,Bread,Bakery,13,6.09,€79.17,57.01,Cash
03/29/2026,R391491,  Bread  ,Bakery,15,₺6.54,€98.10,50.79,Mobile
2026/03/29,R631333,Bread,Bakery,17,1.8,30.60 TRY,22.35,CASH
"Mar 29, 2026",R516186,Frozen Pizza,Frozen,17,1.04,17.68,12.54,--
03/29/26,R340328,Bread,Bakery,10,1.28,12.80,8.18,card
2026/03/30,R229202,Frozen Pizza,Frozen,14,2.33 EUR,32.62,24.3,Card
30 Mar 2026,R375608,Soda,Beverages,19,5.68,null,58.22,
NULL,R766982,Bread,Bakery,13,5.37,69.81,46.44,card
30/03/26,R259123,Frozen Pizza,Frozen,18,9.06,163.08,119.51 USD,Card
30-03-2026,R380600,MILK,Dairy,7,3.58 TRY,€25.06,13.89,null
30 Mar 2026,R546031,chips,Snacks,9,9.5,85.5,€48.49,card
03/30/2026,R275876,Milk,Dairy,19,5.34,₺101.46,55.86,Cash
30/03/26,R409002,Soda,Beverages,17,5.58,"94,86","62,52",Card
03/30/26,R857908,Soda,Beverages,10,4.87,48.70,29.61,null
"Mar 30, 2026",R165123,SODA,Beverages,13,1.96,25.48,13.90,card
30/03/26,R123750,Cereal,Breakfast,14,3.11,43.54,26.31,card
03/30/2026,R166369,Soda,Beverages,8,4.19,33.52,₺25.37,card
"Mar 30, 2026",R979458,Canned Soup,Canned Goods,12,1.86,22.32,13.71,CASH
03/30/26,R883117,Canned Soup,Canned Goods,4,"8,81",35.24,22.62,Mobile
"Mar 30, 2026",R388785,Cereal,Breakfast,11,4.26 EUR,46.86,"26,57",card
none,R978542,Cereal,Breakfast,8,5.82,46.56,36.08 TRY,CASH
"Mar 30, 2026",R955765,Cereal,Breakfast,11,5.93,65.23,42.13,Cash
03/30/26,R154332,Canned Soup,Canned Goods,6,8.97,53.82,38.35,Cash
"Mar 30, 2026",R752884,Chips,Snacks,18,8.92,160.56,94.55,card
"Mar 30, 2026",R215508,Chips,Snacks,19,5.36,101.84,"55,52",Cash
"Mar 30, 2026",R589054,Milk,Dairy,15,1.3%,19.65,"11,22",Card
31 Mar 2026,R267669,Milk,Dairy,16,6.9%,110.4,75.44,CASH
-,R412853,Milk,Dairy,20,4.5,90.00,56.96,Mobile
31.03.2026,R503420,Cereal,Breakfast,16,2.89,46.24,25.09,Mobile
2026-03-31,R344956,Canned Soup,Canned Goods,10,3.31,33.10,17.06,Card
31/03/2026,R119069,Canned Soup,Canned Goods,9,9.96,89.64,68.58,
"Mar 31, 2026",R552757,Canned Soup,Canned Goods,13,8.36,"108,68",59.38,card
03/31/2026,R731886,Bread,Bakery,19,3.17,60.23,43.16,N/A
2026-03-31,R629673,Frozen Pizza,Frozen,19,7.82,148.58,97.44,Mobile
31/03/2026,R979706,Milk,Dairy,19,4.2,79.80,57.62 TRY,--
"Mar 31, 2026",R757961,Cereal,Breakfast,4,6.67,€26.68,18.35,
03/31/2026,R179184,Milk,Dairy,17,6.71,114.07,60.67,Cash
03/31/2026,R695523,Frozen Pizza,Frozen,14,8.05,112.7,₺88.96,
"Mar 31, 2026",R644102,  Cereal  ,Breakfast,9,3.04,27.36,15.01,Mobile
31/03/2026,R868549,Bread,Bakery,18,1.55,27.90,₺20.59,Cash
31 Mar 2026,R158693,Chips,Snacks,19,1.52,28.88,17.9%,card
NONE,R885616,Canned Soup,Canned Goods,6,4.7%,-,18.61,Card
31/03/2026,R339132,Chips,Snacks,12,3.89,46.68,32.53,
2026/03/31,R625094,Canned Soup,Canned Goods,1,1.07,1.07,0.6%,Mobile
2026-03-31,R825773,Chips,Snacks,13,4.56,59.28,45.44,card
31/03/2026,R827793,Soda,Beverages,4,1.09,4.4%,2.3,Card
2026-03-31,R602834,Bread,Bakery,10,5.52,55.20,39.8,CASH
31-03-2026,R270195,Chips,Snacks,3,7.86,23.58,15.38,Card
03/31/2026,R219144,Frozen Pizza,Frozen,4,9.14,36.56,21.05,Mobile
2026/03/31,R433097,Bread,Bakery,6,1.37,8.22,4.53,
03/31/2026,R929089,Cereal,Breakfast,16,7.71,123.36,71.3,Cash
2026-03-31,R879979,Milk,Dairy,4,7.71,30.84,24.24,card
2026/03/31,R311137,Frozen Pizza,Frozen,17,1.3,22.10,17.53,Mobile
31 Mar 2026,R905674,Cereal,Breakfast,2,6.6,13.2,10.32,
31 Mar 2026,R570438,Chips,Snacks,11,9.66,106.26,65.76,card
31/03/2026,R133011,Canned Soup,Canned Goods,15,3.82,57.3,30.80,Card
"Mar 31, 2026",R309200,Milk,Dairy,17,1.48,25.16,17.63,
"Mar 31, 2026",R723789,Bread,Bakery,4,2.66,10.64,7.75,Card
31/03/26,R651330,Soda,Beverages,7,7.26,50.82,37.1,card
"Mar 31, 2026",R152806,Bread,Bakery,18,2.02,36.36,"27,43",card
31 Mar 2026,R349342,Cereal,Breakfast,9,1.61,14.49,11.43,Mobile
31-03-2026,R199135,Bread,Bakery,20,7.78,"155,60",79.73,
31.03.2026,R143383,Bread,Bakery,8,6.81,54.48,34.87,CASH
03/31/2026,R112246,Canned Soup,Canned Goods,6,"6,92",41.52,32.37,Card
03/31/26,R580333,Bread,Bakery,6,1.67,10.02,7.99,Cash
31/03/26,R913225,Bread,Bakery,11,8.72,95.92,69.97,none
2026-03-31,R997127,Soda,Beverages,15,6.68,100.2%,56.4%,Cash
31.03.2026,R226041,Soda,Beverages,9,6.48,58.32,34.15,CASH
31/03/26,R725696,canned soup,Canned Goods,7,6.95,48.65,37.78 EUR,Cash
31/03/2026,R412573,Milk,Dairy,14,6.16 USD,86.24,66.2,Card
03/31/2026,R194252,  Cereal  ,Breakfast,17,6.25 EUR,106.25,59.03,Mobile
31/03/26,R609261,Milk,Dairy,9,2.45,22.05,15.63,CASH
31 Mar 2026,R626798,Soda,Beverages,19,6.66,126.54,87.84,Cash
"Apr 01, 2026",R663815,Cereal,Breakfast,16,3.79,60.64,41.55 EUR,card
-,R267330,Bread,Bakery,4,8.49,33.96,18.87,Cash
01.04.2026,R745094,Cereal,Breakfast,5,4.46,22.3,nan,Mobile
2026-04-01,R248092,FROZEN PIZZA,Frozen,18,8.16,146.88,116.8%,NA
04/01/26,R211463,Milk,Dairy,3,7.09,"21,27","12,57",Card
2026-04-01,R530968,Frozen Pizza,Frozen,16,3.90,62.4,49.8%,
01.04.2026,R119433,Cereal,Breakfast,8,2.92,23.4%,14.4,card
01/04/2026,R573283,Cereal,Breakfast,9,6.06,54.54,37.5,Mobile
01.04.2026,R790309,Soda,Beverages,4,6.05,24.2,18.02,Mobile
"Apr 01, 2026",R896256,Cereal,Breakfast,14,8.31,116.3%,62.28,Mobile
2026/04/01,R625945,Chips,Snacks,11,5.53,60.83,40.06,
04/01/26,R323985,Soda,Beverages,11,1.86,20.46,11.05,Cash
01 Apr 2026,R280955,Chips,Snacks,10,6.76,NULL,39.26,Mobile
01/04/2026,R307828,Frozen Pizza,Frozen,1,8.34,8.34,4.59,
"Apr 01, 2026",R263846,Chips,Snacks,17,5.84,99.28,66.26,card
01 Apr 2026,R104859,Frozen Pizza,Frozen,3,6.68,20.04,"14,76",CASH
"Apr 01, 2026",R961868,Frozen Pizza,Frozen,7,3.16,22.12,13.10,
04/01/26,R354910,Soda,Beverages,19,4.72,89.68,47.07,NONE
01/04/26,R415592,Bread,Bakery,2,6.43,12.86,6.75,card
01/04/26,R476013,Chips,Snacks,4,4.47,"17,88",10.04,Card
02/04/26,R806916,Chips ,Snacks,4,3.68,14.72,10.47,
2026-04-02,R545887,Cereal,Breakfast,4,3.80,15.2,7.89,Cash
2026/04/02,R835977,Chips,Snacks,3,9.28,27.8%,16.99,NONE
02 Apr 2026,R265814,Milk,Dairy,13,$6.75,"87,75",69.05,Mobile
"Apr 02, 2026",R582387,Bread,Bakery,17,2.42,41.14,29.18,nan
02-04-2026,R285911,Cereal,Breakfast,8,1.68,13.44,7.21,Cash
"Apr 02, 2026",R635237,Canned Soup,Canned Goods,5,"3,00",15.0,7.86,--
04/02/26,R633159,Frozen Pizza,Frozen,10,6.96,69.6,"39,96",Mobile
02.04.2026,R406480,Milk,Dairy,14,9.4%,132.16,100.08,Card
04/02/26,R526331,Bread,Bakery,18,9.42,169.6%,108.34,card
02/04/2026,R314629,Milk,Dairy,7,7.14,49.98,37.25,CASH
02.04.2026,R977511,Chips,Snacks,5,2.35,11.75,8.63,card
02-04-2026,R137892,Soda,Beverages,9,8.26,74.34,45.0,
02.04.2026,R426374,Cereal,Breakfast,18,6.92,124.56,87.39,Cash
"Apr 02, 2026",R161579,Frozen Pizza,Frozen,20,5.52,110.4,56.77,Card
2026/04/02,R761887,Canned Soup,Canned Goods,3,4.12,12.36,8.4,null
02/04/26,R755677,Chips,Snacks,9,1.77,-,9.68,card
02 Apr 2026,R370101,Frozen Pizza,Frozen,12,6.5,78.00,44.32,
04/02/26,R842428,Chips,Snacks,20,1.3%,25.2,13.66,
02-04-2026,R640747,  Canned Soup  ,Canned Goods,19,1.59,30.21,20.22,
2026-04-02,R410811,Chips,Snacks,17,4.1,69.7,49.14,Mobile
03-04-2026,R952853,Soda,Beverages,5,5.18,25.9%,15.92,CASH
04/03/26,R547934,BREAD,Bakery,18,2.02,36.36,21.02,Card
03.04.2026,R265475,Frozen Pizza,Frozen,19,4.78 EUR,90.82,£64.20,card
04/03/2026,R711412,chips,Snacks,5,₺3.41,17.05,10.97,n/a
2026-04-03,R861390,Cereal,Breakfast,9,3.7%,33.03,24.4%,Cash
2026/04/03,R908340,Soda,Beverages,13,8.45,109.85,77.93,CASH
"Apr 03, 2026",R419992,Chips,Snacks,16,6.72,107.52,81.52,CASH
03-04-2026,R167567,Chips,Snacks,9,8.02,72.18,45.5,CASH
03-04-2026,R304299,Canned Soup,Canned Goods,19,3.84,72.96 TRY,56.77,Card
03 Apr 2026,R399435,Bread,Bakery,17,1.1,18.7,₺10.37,nan
03.04.2026,R802783,Bread,Bakery,8,6.93,"55,44",30.29,Mobile
2026/04/03,R687212,Frozen Pizza,Frozen,7,2.18,15.26,8.43,Card
04/03/2026,R891401,milk,Dairy,18,3.5%,63.72,41.47,Card
"Apr 03, 2026",R665128,Milk,Dairy,13,3.76,48.88,28.49 USD,
--,R157726,Soda,Beverages,13,9.2%,£119.21,79.4,
2026/04/03,R585052,Canned Soup,Canned Goods,15,8.97,134.55,90.67,Cash
03 Apr 2026,R223788,Soda,Beverages,13,6.54,85.02,49.57,none
03/04/2026,R607246,Bread,Bakery,5,9.79,48.95,27.21,card
"Apr 03, 2026",R985766,Frozen Pizza,Frozen,20,8.76,175.2,99.94,Mobile
03/04/2026,R733047,Frozen Pizza,Frozen,8,6.44,51.52,30.30,CASH
03.04.2026,R489092,Soda,Beverages,1,4.6,4.60 USD,2.44,card
2026-04-03,R583772,Bread,Bakery,16,4.24,67.84,42.03,card
2026-04-03,R612957,Milk,Dairy,2,5.11,$10.22,6.20,NA
03-04-2026,R215740,Canned Soup,Canned Goods,11,1.89,20.79,16.32,CASH
03/04/2026,R282737,  Soda  ,Beverages,8,€7.91,"63,28",42.42 TRY,
03/04/2026,R750642,Frozen Pizza,Frozen,5,3.04,15.2,9.65,
03 Apr 2026,R714225,Soda,Beverages,2,5.31,10.62,5.4,Mobile
04/03/2026,R317090,Milk,Dairy,5,7.2,"36,00",27.34,Cash
2026/04/03,R821291,Bread,Bakery,4,1.43,5.72,3.21,CASH
04/03/26,R606456,Soda,Beverages,19,5.39,102.41,69.02,
04/03/26,R880111,SODA,Beverages,14,6.26,87.64,63.54,CASH
03/04/26,R850623,  Cereal  ,Breakfast,15,7.96,119.4,73.93,NULL
04/03/2026,R953319,canned soup,Canned Goods,1,5.03,5.03,€3.71,CASH
03 Apr 2026,R690251,Cereal,Breakfast,6,4.32,25.92,14.85,
04/03/26,R907440,Frozen Pizza,Frozen,1,8.97,8.97,--,Card
03 Apr 2026,R856954,Bread,Bakery,9,6.40,57.60,35.46,CASH
03.04.2026,R498480,Milk,Dairy,13,2.85,37.05,28.38,null
2026/04/03,R823775,Canned Soup,Canned Goods,7,5.38,37.66,21.58,Cash
04/03/26,R729864,Soda,Beverages,6,1.17,7.02,$3.76,CASH
2026/04/03,R450397,Frozen Pizza,Frozen,13,6.34,₺82.42,58.26,CASH
03/04/26,R754934,Soda,Beverages,9,8.54,NONE,nan,Cash
03 Apr 2026,R905431,Milk ,Dairy,17,4.02,"68,34",£38.54,card
"Apr 03, 2026",R744913,Bread,Bakery,15,6.58,98.7,69.39,Cash
03 Apr 2026,R825822,Chips,Snacks,3,9.91 TRY,29.73 USD,23.76,
03/04/26,R295928,Cereal,Breakfast,16,7.16,114.6%,"68,03",Mobile
03/04/26,R155204,Canned Soup,Canned Goods,18,2.11,38.0%,30.33,
2026-04-03,R986303,Frozen Pizza,Frozen,5,5.5,27.5,16.82,
03-04-2026,R859266,Bread,Bakery,19,8.04,152.76,"105,09",Card
03-04-2026,R585288,  Cereal  ,Breakfast,8,8.06,64.48,44.53,Mobile
04/03/2026,R603352,Canned Soup,Canned Goods,9,6.23,€56.07,41.08,Mobile
"Apr 03, 2026",R859392,Frozen Pizza,Frozen,20,8.31 TRY,166.2,85.67,card
2026-04-03,R240773,Chips,Snacks,4,2.57,€10.28,nan,NONE
03/04/2026,R518664,Cereal ,Breakfast,14,1.37,19.18,14.68,Card
03/04/2026,R479813,Soda,Beverages,19,1.35,25.65,18.92,
03.04.2026,R501793,Milk,Dairy,10,2.85,28.50,22.2%,Card
03.04.2026,R122413,Chips,Snacks,5,1.04,5.2,3.28,card
03-04-2026,R935355,Milk,Dairy,10,"8,53",85.3%,45.7%,none
03.04.2026,R792254,Frozen Pizza,Frozen,7,9.36,65.5%,46.95,card
-,R674048,soda,Beverages,3,5.05,15.15,9.57,card
03.04.2026,R920980,CHIPS,Snacks,9,2.79,25.11,16.94,card
03 Apr 2026,R992492,Bread,Bakery,11,"2,72",29.92 EUR,19.7,Cash
03-04-2026,R781723,Canned Soup,Canned Goods,12,1.7,20.4,15.36,nan
04/03/2026,R379212,Milk,Dairy,16,3.27,52.3%,37.36,Mobile
03 Apr 2026,R576547,Soda,Beverages,15,4.69,70.35,46.42,Card
04/03/2026,R112419,Canned Soup,Canned Goods,18,9.25,166.5,103.73,Cash
"Apr 03, 2026",R255519,Milk,Dairy,8,7.95,63.6,46.79,card
2026/04/03,R437933,Milk,Dairy,6,8.63,51.78,39.08,n/a
04/03/26,R777332,Chips,Snacks,10,8.83,88.3,55.87,null
2026-04-03,R647466,Frozen Pizza,Frozen,2,6.37,12.74,6.92,--
03-04-2026,R289200,Chips,Snacks,4,4.54,₺18.16,₺13.94,Card
04/03/26,R791971,Bread,Bakery,13,6.92,89.96,55.57,Card
2026-04-04,R946011,Chips,Snacks,11,5.62,61.82,35.15,N/A
04.04.2026,R173258,Chips,Snacks,12,4.53,54.36,41.4,CASH
none,R865936,Frozen Pizza,Frozen,19,2.04,38.76,27.77,CASH
2026/04/04,R637684,Bread,Bakery,18,2.02,36.36,"28,31",Cash
04 Apr 2026,R713433,Canned Soup,Canned Goods,19,2.63,49.97,38.26 TRY,Cash
04-04-2026,R721994,Chips,Snacks,5,6.38,"31,90",24.4,Card
2026/04/04,R238808,Milk,Dairy,19,2.12,40.28,30.62,
2026/04/04,R423208,Canned  Soup,Canned Goods,7,5.07,35.49,24.42,CASH
2026-04-04,R680941,Cereal,Breakfast,11,4.11,45.2%,30.73 EUR,
04/04/26,R206590,Bread,Bakery,12,5.61,"67,32",40.6%,Card
04/04/26,R709127,Canned Soup,Canned Goods,12,1.15,₺13.80,8.83,Cash
04/04/2026,R968522,Canned Soup ,Canned Goods,9,2.39,21.51,15.65,card
2026/04/04,R831506,Cereal,Breakfast,18,1.12,20.16,null,
2026/04/04,R520967,Frozen Pizza,Frozen,18,7.56,136.08,88.63,Card
04.04.2026,R875126,Canned Soup,Canned Goods,12,9.54,114.48,75.77,Mobile
04-04-2026,R426895,canned soup,Canned Goods,5,5.26,26.3,19.33,NULL
,R494069,Milk,Dairy,10,6.55,65.50 EUR,50.49,
04.04.2026,R439792,Bread,Bakery,7,2.33,16.31,9.06,Mobile
04/04/2026,R744033,Chips,Snacks,5,3.90,19.5%,14.62,Card
2026/04/04,R532698,Canned Soup,Canned Goods,10,7.07,70.7,35.92,Cash
--,R530087,Canned Soup,Canned Goods,17,3.84,65.28,35.63,n/a
04/04/26,R158162,FROZEN PIZZA,Frozen,16,"8,18",130.88,90.93,Card
"Apr 04, 2026",R997528,FROZEN PIZZA,Frozen,10,6.53,65.3,36.32,
04/04/2026,R237126,Frozen Pizza,Frozen,12,6.89,82.68,59.72,card
04-04-2026,R267466,Frozen Pizza,Frozen,17,8.29,140.93,75.09,Mobile
"Apr 04, 2026",R993003,Chips,Snacks,10,"3,65",36.5,21.92,card
2026-04-04,R546984,Chips,Snacks,14,2.06,28.84,16.47,
04/04/2026,R163021,Cereal,Breakfast,13,4.56,59.28,42.62,Cash
04/04/26,R556326,Cereal,Breakfast,15,1.98,29.7,21.66,NONE
04.04.2026,R818922,Soda,Beverages,18,6.89,124.02,78.71,
2026/04/04,R741275,Frozen Pizza,Frozen,14,7.78,108.92,70.3%,N/A
04/04/2026,R476508,Chips ,Snacks,4,8.55,34.2%,"23,83",Card
04-04-2026,R877239,Milk,Dairy,8,5.26,42.08,29.13,none
04/04/26,R152132,Chips,Snacks,1,1.07,1.07,0.60 TRY,null
04/04/26,R470287,Soda,Beverages,5,3.52,17.6,13.48,NA
04/04/26,R363579,Cereal,Breakfast,10,3.96,39.6,€23.93,Card
04 Apr 2026,R807930,Milk,Dairy,7,2.75,19.25,NULL,card
04-04-2026,R394476,BREAD,Bakery,10,5.18,$51.80,40.63,
04-04-2026,R889979,CEREAL,Breakfast,9,7.47,67.2%,40.8,Mobile
04.04.2026,R866746,Milk,Dairy,19,1.03,19.57,13.73,
04/04/26,R721948,Chips ,Snacks,6,2.6%,15.36,11.46,Mobile
04/04/26,R912208,  Cereal  ,Breakfast,6,"6,71",40.26,N/A,card
04 Apr 2026,R200792,Frozen Pizza,Frozen,8,7.39,59.12,46.6,
2026-04-04,R828668,Milk,Dairy,2,5.77,11.54,7.55,Mobile
04/04/2026,R458346,Canned Soup,Canned Goods,2,5.17,10.34,7.96,
04.04.2026,R215867,Canned Soup,Canned Goods,10,4.7,47.0,24.01,none
04 Apr 2026,R860167,Canned Soup,Canned Goods,19,6.45,122.55,66.62,NA
"Apr 04, 2026",R428268,Milk,Dairy,8,3.73,29.84,16.51,NULL
04/04/26,R845253,Soda,Beverages,8,2.2,17.60,12.77,card
04-04-2026,R117836,Soda,Beverages,2,6.67,13.34,7.47,Cash
04/04/26,R271063,Bread ,Bakery,3,$7.12,21.36,12.16,Cash
none,R768103,Cereal,Breakfast,14,4.73,66.22 EUR,52.84,n/a
04-04-2026,R414338,Frozen Pizza,Frozen,2,4.54,9.08,6.62,n/a
"Apr 04, 2026",R597568,Cereal,Breakfast,12,6.42,€77.04,49.69,Card
04/04/2026,R498046,Canned Soup,Canned Goods,2,5.12,-,6.94,Card
04/04/2026,R249551,Milk,Dairy,6,8.83,52.98,40.8%,--
04/04/26,R291588,Canned Soup ,Canned Goods,3,9.58,28.74,14.5%,--
"Apr 04, 2026",R303646,Cereal,Breakfast,19,1.74,33.06,18.48,CASH
2026-04-04,R875161,Chips,Snacks,6,2.84,₺17.04,10.50,NONE
04/04/2026,R904599,Frozen Pizza,Frozen,3,1.4,4.2,2.86 USD,
"Apr 04, 2026",R314744,  Frozen Pizza  ,Frozen,20,€2.61,52.2,41.61,Cash
"Apr 05, 2026",R514021,Bread,Bakery,16,3.91,"62,56",40.03,card
2026/04/05,R753760,Cereal,Breakfast,15,2.8,42.0,23.45 USD,
2026/04/05,R487333,Bread,Bakery,1,9.59,9.59,6.77,CASH
05/04/26,R754635,Soda,Beverages,3,7.73,23.19,13.25,
05.04.2026,R379358,Chips,Snacks,17,3.31,56.27,41.81,Mobile
2026-04-05,R707512,cereal,Breakfast,6,9.94,59.64,--,
05 Apr 2026,R377368,Cereal,Breakfast,7,8.27,57.89,31.43,
2026-04-05,R739903,Bread,Bakery,1,1.46,1.46,1.15,Card
"Apr 05, 2026",R529515,Soda,Beverages,15,9.42,141.3,99.67,CASH
2026-04-05,R273652,Cereal,Breakfast,7,6.4,44.8,24.07,Card
05-04-2026,R191971,Milk,Dairy,20,3.02,"60,40",42.57,card
04/05/26,R437437,Bread,Bakery,19,8.14,154.66,95.73,Cash
04/05/2026,R742395,canned soup,Canned Goods,7,8.31,58.17,43.41,
"Apr 05, 2026",R116135,Frozen Pizza,Frozen,18,2.61,"46,98",26.03,-
05/04/2026,R527734,Cereal,Breakfast,19,9.09,172.71,101.37,Card
"Apr 05, 2026",R173637,Milk,Dairy,20,7.07,141.4,80.94,card
2026/04/05,R938628,Frozen Pizza,Frozen,11,4.48,49.28,30.23,--
04/05/26,R962981,Bread,Bakery,5,€5.53,$27.65,14.9,
04/05/2026,R871394,Milk,Dairy,13,4.06,52.78,41.35,Mobile
05/04/2026,R452847,Canned Soup,Canned Goods,10,2.84,28.40,20.89,Mobile
04/05/2026,R408587,Soda,Beverages,8,4.07,32.56,24.27,n/a
,R779914,Chips,Snacks,16,4.20,67.2,52.74,Cash
04/05/2026,R898708,Milk,Dairy,5,8.04,40.2,21.18 USD,CASH
04/05/2026,R606229,Bread,Bakery,15,2.93,43.95,34.24,Cash
2026-04-05,R336360,milk,Dairy,4,2.09,8.4%,5.62,Card
"Apr 05, 2026",R101094,  Bread  ,Bakery,1,5.07,5.07,3.58,CASH
05/04/26,R252203,Cereal,Breakfast,10,3.92,39.2,24.93,Cash
05/04/2026,R300567,Canned Soup,Canned Goods,12,2.48,29.76,"18,90",Card
05 Apr 2026,R396586,Chips,Snacks,9,8.28,74.52,38.0%,
05/04/2026,R783586,Milk,Dairy,6,8.3,49.8,25.95,Cash
2026-04-05,R263078,Soda,Beverages,18,₺6.75,121.50,£62.45,Card
05 Apr 2026,R442749,Canned Soup,Canned Goods,17,9.32,n/a,111.57,--
05-04-2026,R635894,Canned Soup,Canned Goods,13,5.99,77.87,54.92,CASH
2026-04-05,R744361,Soda,Beverages,1,4.67,4.67,3.13,card
"Apr 05, 2026",R770969,Soda,Beverages,11,2.42,26.62,20.97,Card
2026/04/05,R647360,Bread,Bakery,16,8.06,128.96,89.55,CASH
04/05/26,R798963,Canned Soup,Canned Goods,10,6.44,64.4%,33.64,Cash
05/04/2026,R531954,Frozen Pizza ,Frozen,6,4.57,27.42,19.0%,NONE
05/04/2026,R146860,Canned Soup,Canned Goods,11,8.97,98.67,"50,17",Card
"Apr 05, 2026",R180177,Canned Soup,Canned Goods,8,"4,28",34.24,21.37,Card
04/05/26,R838892,Cereal,Breakfast,16,5.14,$82.24,41.83,CASH
05 Apr 2026,R885229,Milk,Dairy,1,"7,25",7.25,5.48,
05-04-2026,R666117,Bread,Bakery,13,6.36,82.68,57.67,NONE
05.04.2026,R717238,Milk,Dairy,15,2.98,44.7,22.7,Mobile
NA,R952083,Frozen Pizza,Frozen,14,2.94,41.16,nan,
05-04-2026,R659009,Frozen Pizza,Frozen,6,9.99,59.94,43.33,
05.04.2026,R766960,  Soda  ,Beverages,8,4.91,39.28,30.19,Card
2026-04-05,R210865,Frozen Pizza ,Frozen,2,8.14,16.28,12.18,Mobile
05.04.2026,R511491,Cereal,Breakfast,6,5.2%,31.02,20.11,Cash
04/05/2026,R475511,Soda ,Beverages,16,6.46,103.36,81.88,card
05/04/26,R820551,Cereal,Breakfast,17,3.52,59.84,35.72,Card
04/06/26,R733570,Cereal,Breakfast,4,3.43,13.72,6.87,Cash
2026-04-06,R229647,  Soda  ,Beverages,8,8.68,₺69.44,48.4%,card
06 Apr 2026,R233656,Milk,Dairy,3,5.86,17.58,€13.59,Mobile
06/04/26,R886709,Frozen Pizza,Frozen,5,6.27,31.35,21.10,CASH
04/06/26,R718881,Chips,Snacks,2,7.36,14.72,7.65,Cash
06 Apr 2026,R718242,Cereal,Breakfast,16,4.64,74.24 EUR,50.7,Cash
06-04-2026,R427084,Bread,Bakery,7,5.95 USD,41.65,26.35,Mobile
06-04-2026,R567080,  Frozen Pizza  ,Frozen,2,€3.52,7.04,5.04,Mobile
NA,R962849,Canned Soup,Canned Goods,4,6.02,$24.08,14.88,CASH
06.04.2026,R517058,Bread ,Bakery,14,₺9.21,128.94,101.85,CASH
06/04/2026,R240947,Chips,Snacks,3,3.29,9.87,7.87,card
04/06/2026,R812686,Soda,Beverages,14,6.12,85.68,66.97,card
06 Apr 2026,R934525,chips,Snacks,2,9.11,n/a,10.36,
04/06/2026,R713633,Chips,Snacks,10,3.61,36.10,26.07,-
"Apr 06, 2026",R676449,Frozen Pizza,Frozen,6,1.13 USD,6.78,3.49,
06.04.2026,R106594,Canned Soup,Canned Goods,8,£3.03,24.24,15.7%,CASH
06-04-2026,R945607,Canned Soup,Canned Goods,14,8.41,117.74,70.5,Cash
06/04/2026,R806876,Chips,Snacks,19,5.66,107.54,56.64,
2026-04-06,R795459,CHIPS,Snacks,11,9.45,103.95,53.73,
04/06/26,R322498,Canned Soup,Canned Goods,9,2.83,25.47,17.27,
06-04-2026,R321213,Chips,Snacks,16,4.17,66.72,40.44,null
06 Apr 2026,R410973,Canned Soup,Canned Goods,16,7.75,124.0,"98,47",NA
04/06/26,R255362,Chips,Snacks,8,2.12,"16,96",8.81,Mobile
04/06/26,R170142,Bread,Bakery,5,$9.33,46.65,27.1,Cash
NULL,R825979,Milk,Dairy,12,9.72,116.64,60.9,Mobile
2026-04-07,R898282,Bread,Bakery,17,4.22,71.74,40.0,CASH
2026-04-07,R410186,Cereal,Breakfast,10,3.1,31.00,19.55,
07/04/2026,R136947,Soda,Beverages,4,2.24 TRY,8.96,5.52,card
07-04-2026,R412384,Milk,Dairy,12,8.0,96.00 TRY,56.01,Mobile
2026-04-07,R142542,Bread,Bakery,12,5.38,64.56,43.77,card
"Apr 07, 2026",R949291,Canned Soup,Canned Goods,12,1.69,20.28,13.65,card
07.04.2026,R628105,Canned Soup,Canned Goods,7,3.31,23.17,12.4%,Card
07/04/26,R922062,Chips ,Snacks,14,9.21,128.94,90.03,Mobile
04/07/2026,R926276,Bread,Bakery,19,4.97,94.43,54.28,
07 Apr 2026,R657263,Cereal,Breakfast,1,2.89,NA,€1.61,card
"Apr 07, 2026",R334841,Bread,Bakery,1,$6.04,6.04,3.86,NA
07.04.2026,R340007,Milk,Dairy,8,₺6.88,55.0%,41.13,N/A
04/07/26,R593427,Bread,Bakery,19,6.37,121.03,86.66 TRY,Cash
04/07/2026,R208575,Bread,Bakery,14,3.5%,49.7,33.95,card
2026-04-07,R958136,Frozen Pizza,Frozen,6,6.31,37.86,23.06,card
2026-04-07,R216867,Canned Soup,Canned Goods,11,9.54,104.94,72.42,CASH
07 Apr 2026,R268207,Cereal,Breakfast,18,9.54,171.72,121.72,Cash
2026/04/07,R717811,Canned Soup,Canned Goods,15,2.71,40.65,$31.38,card
